Image,image_url,@Occasion,@Age Group,@Recommended Body shape,@Recommended size,@Skin tone,Clothing Type,Fit,Fabric,Color_family,Style,Description,Quality_Tag,Score,Prompt
imgA_059,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719691/training_image/image59.png,Party,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Poor,Cotton blend,Clashing,Unflattering,Bad quality party outfit for Indian female in age group 36-50.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_060,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719689/training_image/image60.png,Party,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Cocktail dress,Poor,Cotton blend,Clashing,Unflattering,Bad quality party outfit for Indian female in age group 51+.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Party. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Cocktail dress. Fabric: Cotton blend. Background: suitable party setting."
imgA_061,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719415/training_image/image61.png,Wedding,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Poor,Silk,Clashing,Unflattering,Bad quality wedding outfit for Indian female in age group 13-17.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Cotton blend. Background: suitable wedding setting."
imgA_062,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719413/training_image/image62.png,Wedding,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Poor,Silk,Clashing,Unflattering,Bad quality wedding outfit for Indian female in age group 18-25.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_063,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719410/training_image/image63.png,Wedding,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Poor,Silk,Clashing,Unflattering,Bad quality wedding outfit for Indian female in age group 26-35.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_064,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719408/training_image/image64.png,Wedding,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Poor,Silk,Clashing,Unflattering,Bad quality wedding outfit for Indian female in age group 36-50.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_065,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719405/training_image/image65.png,Wedding,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Silk saree,Poor,Silk,Clashing,Unflattering,Bad quality wedding outfit for Indian female in age group 51+.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Wedding. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Silk saree. Fabric: Silk. Background: suitable wedding setting."
imgA_066,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719402/training_image/image66.png,Casual Luxury,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Poor,Cotton blend,Clashing,Unflattering,Bad quality casual luxury outfit for Indian female in age group 13-17.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Silk. Background: suitable casual luxury setting."
imgA_067,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719399/training_image/image67.png,Casual Luxury,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Poor,Cotton blend,Clashing,Unflattering,Bad quality casual luxury outfit for Indian female in age group 18-25.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_068,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719375/training_image/image68.png,Casual Luxury,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Poor,Cotton blend,Clashing,Unflattering,Bad quality casual luxury outfit for Indian female in age group 26-35.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_069,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719396/training_image/image69.png,Casual Luxury,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Poor,Cotton blend,Clashing,Unflattering,Bad quality casual luxury outfit for Indian female in age group 36-50.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_070,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719377/training_image/image70.png,Casual Luxury,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Co-ord set,Poor,Cotton blend,Clashing,Unflattering,Bad quality casual luxury outfit for Indian female in age group 51+.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Casual Luxury. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Co-ord set. Fabric: Cotton blend. Background: suitable casual luxury setting."
imgA_071,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719393/training_image/image71.png,Resort,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Poor,Chiffon,Clashing,Unflattering,Bad quality resort outfit for Indian female in age group 13-17.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Cotton blend. Background: suitable resort setting."
imgA_072,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719390/training_image/image72.png,Resort,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Poor,Chiffon,Clashing,Unflattering,Bad quality resort outfit for Indian female in age group 18-25.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_073,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719386/training_image/image73.png,Resort,26-35,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Poor,Chiffon,Clashing,Unflattering,Bad quality resort outfit for Indian female in age group 26-35.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 26-35. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_074,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719383/training_image/image74.png,Resort,36-50,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Poor,Chiffon,Clashing,Unflattering,Bad quality resort outfit for Indian female in age group 36-50.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 36-50. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
imgA_075,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719380/training_image/image75.png,Resort,51+,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Maxi dress,Poor,Chiffon,Clashing,Unflattering,Bad quality resort outfit for Indian female in age group 51+.,bad,0.2,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Resort. Age: 51+. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Maxi dress. Fabric: Chiffon. Background: suitable resort setting."
